100_WIKIPEDIA:MANUAL_DE_ESTILO/SECCIONES_DE_CURIOSIDADES	10_WIKIPEDIA:CIVISMO	11_WIKIPEDIA:CONFLICTO_DE_INTERÉS	12_WIKIPEDIA:CONSULTAS_DE_BORRADO_MEDIANTE_ARGUMENTACIÓN	13_WIKIPEDIA:CONTEXTUALIZAR	14_WIKIPEDIA:CONVENCIONES_DE_TÍTULOS	15_WIKIPEDIA:CREACIÓN_DE_ARTÍCULOS_CON_BOT	16_WIKIPEDIA:CREADORES_DE_CUENTAS	17_WIKIPEDIA:CRITERIOS_PARA_EL_BORRADO_RÁPIDO	18_WIKIPEDIA:CUENTA_DE_PROPÓSITO_PARTICULAR	19_WIKIPEDIA:DERECHOS_DE_AUTOR	1_WIKIPEDIA:ACERCA_DE_FIRMAR_ARTÍCULOS	20_WIKIPEDIA:ENLACES_EXTERNOS	21_WIKIPEDIA:ESTA_PÁGINA_ESTÁ_PROTEGIDA	22_WIKIPEDIA:ETIQUETA	23_WIKIPEDIA:ETIQUETAS_DE_USUARIO	24_WIKIPEDIA:EXENTOS_DE_BLOQUEO_A_IP	25_WIKIPEDIA:FIRMA_DE_USUARIO	26_WIKIPEDIA:FUENTES_FIABLES	27_WIKIPEDIA:GUÍA_DE_BORRADO_PARA_LOS_BIBLIOTECARIOS	28_WIKIPEDIA:GUÍA_PARA_EL_BORRADO	29_WIKIPEDIA:IGNORA_LAS_NORMAS	2_WIKIPEDIA:ADMINISTRADORES_DE_INTERFAZ	30_WIKIPEDIA:INFORMACIÓN_DE_SOPORTE_ENCICLOPÉDICO	31_WIKIPEDIA:LO_QUE_WIKIPEDIA_NO_ES	32_WIKIPEDIA:LOS_CINCO_PILARES	33_WIKIPEDIA:NO_HAGAS_ATAQUES_PERSONALES	34_WIKIPEDIA:NO_MORDER_A_LOS_NOVATOS	35_WIKIPEDIA:NO_SABOTEES_WIKIPEDIA_PARA_RESPALDAR_TUS_ARGUMENTOS	36_WIKIPEDIA:NOMBRES_DE_USUARIO	37_WIKIPEDIA:PÁGINA_DE_USUARIO	38_WIKIPEDIA:PÁGINAS_DE_AUTOPROMOCIÓN	39_WIKIPEDIA:PARA_BIBLIOTECARIOS	3_WIKIPEDIA:ARTÍCULOS_SIN_RELEVANCIA_APARENTE	40_WIKIPEDIA:PLANTILLAS_DE_NAVEGACIÓN	41_WIKIPEDIA:POLÍTICA_DE_BORRADO	42_WIKIPEDIA:POLÍTICA_DE_BOTS	43_WIKIPEDIA:POLÍTICA_DE_CONSULTAS	44_WIKIPEDIA:POLÍTICA_DE_PROTECCIÓN	45_WIKIPEDIA:POLÍTICA_DE_RESTAURACIÓN	46_WIKIPEDIA:POLÍTICA_DE_USO_DE_IMÁGENES	47_WIKIPEDIA:POLÍTICA_DE_WIKIPROYECTOS	48_WIKIPEDIA:POLÍTICAS_Y_CONVENCIONES	49_WIKIPEDIA:PRESUME_BUENA_FE	4_WIKIPEDIA:AUTOBIOGRAFÍA	50_WIKIPEDIA:PROPUESTAS_DE_BORRADO	51_WIKIPEDIA:PROSELITISMO	52_WIKIPEDIA:PSEUDOBOTS	53_WIKIPEDIA:PUNTO_DE_VISTA_NEUTRAL	54_WIKIPEDIA:REGLA_DE_LAS_TRES_REVERSIONES	55_WIKIPEDIA:REVALIDACIÓN_DE_BIBLIOTECARIOS	56_WIKIPEDIA:REVALIDACIÓN_DE_BIBLIOTECARIOS/TEXTO	57_WIKIPEDIA:REVERSORES	58_WIKIPEDIA:SEMIPROTECCIÓN_DE_PÁGINAS	59_WIKIPEDIA:SPAM	5_WIKIPEDIA:BIBLIOTECARIOS	60_WIKIPEDIA:SUPRESORES	61_WIKIPEDIA:USA_EL_SENTIDO_COMÚN	62_USUARIA:USERBOX_MUJER	63_WIKIPEDIA:USUARIOS_TÍTERES	64_WIKIPEDIA:VERIFICABILIDAD	65_WIKIPEDIA:VERIFICADORES	66_WIKIPEDIA:VOTACIONES	67_WIKIPEDIA:WIKIPEDIA_NO_ES_DE_PAPEL	68_WIKIPEDIA:WIKIPEDIA_NO_ES_UN_DICCIONARIO	69_WIKIPEDIA:WIKIPEDIA_NO_ES_UNA_FUENTE_PRIMARIA	6_WIKIPEDIA:BIOGRAFÍAS_DE_PERSONAS_VIVAS	70_WIKIPEDIA:CONVENCIÓN_SOBRE_FUENTES_DE_RELEVANCIA_PARA_ARTISTAS_PLÁSTICOS_CONTEMPORÁNEOS	71_WIKIPEDIA:DOCUMENTACIÓN_DE_LAS_PLANTILLAS_DE_AVISO_A_USUARIO	72_WIKIPEDIA:DOCUMENTACIÓN_DE_LAS_PLANTILLAS_DE_MANTENIMIENTO	73_WIKIPEDIA:ENCUESTAS	74_WIKIPEDIA:ESBOZO	75_WIKIPEDIA:ESPACIO_DE_NOMBRES_AYUDA	76_WIKIPEDIA:ESPACIO_DE_NOMBRES_WIKIPEDIA	77_WIKIPEDIA:ESPACIO_PRINCIPAL	78_WIKIPEDIA:ESTRUCTURA_DE_UN_ARTÍCULO	79_WIKIPEDIA:ETIQUETAS_DE_USUARIO	7_WIKIPEDIA:BURÓCRATAS	80_WIKIPEDIA:EVITA_LAS_AUTORREFERENCIAS	81_WIKIPEDIA:PÁGINAS_DE_DISCUSIÓN	82_WIKIPEDIA:PROPIEDAD_DE_LOS_ARTÍCULOS	83_WIKIPEDIA:REFERENCIAS	84_WIKIPEDIA:REVELACIÓN_DE_LA_TRAMA	85_WIKIPEDIA:SÉ_VALIENTE_AL_EDITAR_PÁGINAS	86_WIKIPEDIA:TOPÓNIMOS_DE_ESPAÑA	87_WIKIPEDIA:TRANSLITERACIÓN_Y_TRANSCRIPCIÓN	88_WIKIPEDIA:¿TÚ_O_USTED?	89_USUARIA:USERBOX_MUJER	8_WIKIPEDIA:CANDIDATOS_A_ARTÍCULOS_DESTACADOS/INFORMACIÓN	90_USUARIO:USERBOX/DOCUMENTACIÓN_DE_USERBOXES	91_WIKIPEDIA:VÉASE_TAMBIÉN	92_WIKIPEDIA:CONVENCIONES_IDIOMÁTICAS	93_WIKIPEDIA:MANUAL_DE_ESTILO	94_WIKIPEDIA:MANUAL_DE_ESTILO/ABREVIATURAS	95_WIKIPEDIA:MANUAL_DE_ESTILO/BIOGRAFÍAS	96_WIKIPEDIA:MANUAL_DE_ESTILO/PÁGINAS_DE_DESAMBIGUACIÓN	97_WIKIPEDIA:MANUAL_DE_ESTILO/ARTÍCULOS_RELACIONADOS_CON_JAPÓN	98_WIKIPEDIA:MANUAL_DE_ESTILO/MARCAS	99_WIKIPEDIA:MANUAL_DE_ESTILO/PÁGINAS_DE_DESAMBIGUACIÓN	9_WIKIPEDIA:CHECKUSERS	anon	articleid	date_time	deleted	editor	editor_id	minor	namespace	revert	reverteds	revid	sha1	text_chars	title
None	None	None	None	None	None	None	None	None	None	WP, WP, WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Bibliotecarios	None	None	None	None	Wikipedia:Verificabilidad	None	None	None	None	WP:FP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Referencias, WP:REF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257712	2011-07-20 03:05:09	FALSE	Hiperfelix	1681238	FALSE	1	FALSE		48099986	ekf6trl4o4938xzub5pnnhvvjr39pkw	5376	Discusión:Esnob
None	None	None	None	None	None	None	None	None	None	WP, WP, WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Bibliotecarios	None	None	None	None	Wikipedia:Verificabilidad	None	None	None	None	WP:FP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Referencias, WP:REF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	TRUE	257712	2011-08-06 21:27:58	FALSE	201.200.81.86		FALSE	1	FALSE		48660196	fdeuvg66bzrhc1yfqqgi679bykltner	5386	Discusión:Esnob
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257725	2007-09-26 06:13:10	FALSE	Semiramide	466655	FALSE	1	FALSE		11606793	0iqd2ufywx9oowl3hdvhip461b6yjqc	1315	Discusión:Vibrato
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257725	2007-12-08 16:36:17	FALSE	Yardbird	475251	TRUE	1	FALSE		13404323	fegm0l5t7raf20dwdlr9q6xzw4iupym	1592	Discusión:Vibrato
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257725	2012-02-04 05:09:31	FALSE	Stepanek	1758400	FALSE	1	FALSE		53540483	6p9sqrxazki2px8f4k48x7axawp4zhm	1905	Discusión:Vibrato
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257725	2012-05-02 15:27:53	FALSE	Artlejandra	1037732	FALSE	1	FALSE		55843183	tf5vipawqm9dshmqmkxpg4iono2uo68	1928	Discusión:Vibrato
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257725	2013-04-16 16:41:44	FALSE	Lobo	451471	FALSE	1	FALSE		66267841	erkpq4lnj9narcaevjxce71zks3gd2p	1942	Discusión:Vibrato
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257725	2016-07-20 18:28:02	FALSE	Lobo	451471	FALSE	1	FALSE		92404759	cpwil9rgxtojjuuvttfrtmxoyvefm3f	1960	Discusión:Vibrato
None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Acerca de firmar artículos	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Lo que Wikipedia no es, Wikipedia:Lo que Wikipedia no es	Wikipedia:Los cinco pilares, Wikipedia:Los cinco pilares	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257779	2008-01-01 22:26:40	FALSE	Muro Bot	341614	TRUE	3	FALSE		14006776	725po1uen8yzc4j50smerx4gpbuj7d6	5008	Usuario discusión:172.164.2.244
None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Acerca de firmar artículos	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Lo que Wikipedia no es, Wikipedia:Lo que Wikipedia no es	Wikipedia:Los cinco pilares, Wikipedia:Los cinco pilares	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257779	2008-01-08 00:27:32	FALSE	CestBOT	590334	TRUE	3	FALSE		14156978	4tpiawcay8q4ijmoim4nr9v4q38qfd6	5098	Usuario discusión:172.164.2.244
None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Acerca de firmar artículos	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Lo que Wikipedia no es, Wikipedia:Lo que Wikipedia no es	Wikipedia:Los cinco pilares, Wikipedia:Los cinco pilares	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257779	2008-05-23 14:31:46	FALSE	Muro Bot	341614	TRUE	3	FALSE		17592399	dpnk2av3i2dyx3l4s9zkilxze8gpglr	5010	Usuario discusión:172.164.2.244
