100_WIKIPEDIA:ページの編集は大胆に	101_WIKIPEDIA:翻訳のガイドライン	102_WIKIPEDIA:常に要約欄に記入する	103_WIKIPEDIA:過剰な内容の整理	104_WIKIPEDIA:過剰なカテゴリ	105_WIKIPEDIA:著作権/履歴の保存	106_WIKIPEDIA:オーバーサイト依頼	107_WIKIPEDIA:編集フィルターのガイドライン	108_WIKIPEDIA:五本の柱	109_WIKIPEDIA:記事名の付け方/日本の皇族	10_WIKIPEDIA:荒らし	110_WIKIPEDIA:著作権/20080630迄	111_WIKIPEDIA:アカウント作成者	112_WIKIPEDIA:IPブロック適用除外	11_WIKIPEDIA:オープンプロクシは使わない	12_WIKIPEDIA:BOT	13_WIKIPEDIA:有償の寄稿の開示	14_WIKIPEDIA:中立的な観点	15_WIKIPEDIA:検証可能性	16_WIKIPEDIA:独自研究は載せない	17_WIKIPEDIA:存命人物の伝記	18_WIKIPEDIA:著作権	19_WIKIPEDIA:著作権/2008年7月13日までの文書対象	1_WIKIPEDIA:方針とガイドライン	20_WIKIPEDIA:アップロードされたファイルのライセンス	21_WIKIPEDIA:プロジェクト間の移動	22_WIKIPEDIA:画像利用の方針	23_WIKIPEDIA:カテゴリの方針	24_WIKIPEDIA:曖昧さ回避	25_WIKIPEDIA:保護の方針	26_WIKIPEDIA:半保護の方針	27_WIKIPEDIA:削除の方針	28_WIKIPEDIA:即時削除の方針	29_WIKIPEDIA:即時版指定削除の方針	2_WIKIPEDIA:ウィキペディアは何ではないか	30_WIKIPEDIA:版指定削除の方針	31_WIKIPEDIA:リダイレクト削除の方針	32_WIKIPEDIA:即時存続	33_WIKIPEDIA:復帰の方針	34_WIKIPEDIA:投稿ブロックの方針	35_WIKIPEDIA:チェックユーザーの方針	36_WIKIPEDIA:オーバーサイトの方針	37_WIKIPEDIA:管理者	38_WIKIPEDIA:管理者の解任	39_WIKIPEDIA:巻き戻し者	3_WIKIPEDIA:編集方針	40_WIKIPEDIA:削除者	41_WIKIPEDIA:インターフェース管理者	42_WIKIPEDIA:合意形成	43_WIKIPEDIA:論争の解決	44_WIKIPEDIA:児童・生徒の方々へ	45_WIKIPEDIA:ノートページのガイドライン	46_WIKIPEDIA:説明責任	47_WIKIPEDIA:善意にとる	48_WIKIPEDIA:新規参加者を苛めないでください	49_WIKIPEDIA:腕ずくで解決しようとしない	4_WIKIPEDIA:礼儀を忘れない	50_WIKIPEDIA:記事の所有権	51_WIKIPEDIA:多重アカウント	52_WIKIPEDIA:スリー・リバート・ルール	53_WIKIPEDIA:信頼できる情報源	54_WIKIPEDIA:自分自身の記事をつくらない	55_WIKIPEDIA:原典のコピーはしない	56_WIKIPEDIA:無意味な記述	57_WIKIPEDIA:ネタバレ	58_WIKIPEDIA:あらすじの書き方	59_WIKIPEDIA:不快なコンテンツ	5_WIKIPEDIA:エチケット	60_WIKIPEDIA:外部リンクの選び方	61_プロジェクト:フィクション/登場人物と設定の記述	62_WIKIPEDIA:特筆性_(音楽)	63_WIKIPEDIA:独立記事作成の目安	64_WIKIPEDIA:関連項目	65_WIKIPEDIA:記事名の付け方	66_WIKIPEDIA:記事名の付け方/鉄道	67_WIKIPEDIA:記事名の付け方/ヨーロッパ貴族の記事名	68_プロジェクト:キリスト教/キリスト教の記事名と用語表記のガイドライン	69_WIKIPEDIA:出典を明記する	6_WIKIPEDIA:個人攻撃はしない	70_WIKIPEDIA:スタイルマニュアル	71_WIKIPEDIA:スタイルマニュアル_(レイアウト)	72_WIKIPEDIA:スタイルマニュアル_(見出し)	73_WIKIPEDIA:スタイルマニュアル_(導入部)	74_WIKIPEDIA:スタイルマニュアル_(人物伝)	75_WIKIPEDIA:スタイルマニュアル_(フィクション関連)	76_WIKIPEDIA:表記ガイド	77_WIKIPEDIA:表記ガイド/放送関連および配信関連	78_WIKIPEDIA:各年のスタイルガイド	79_WIKIPEDIA:各日のスタイルガイド	7_WIKIPEDIA:法的な脅迫をしない	80_WIKIPEDIA:記事どうしをつなぐ	81_WIKIPEDIA:大言壮語をしない	82_WIKIPEDIA:言葉を濁さない	83_WIKIPEDIA:すぐに古くなる表現は使わない	84_WIKIPEDIA:雑多な内容を箇条書きした節を避ける	85_WIKIPEDIA:ウィキペディアへの自己言及	86_WIKIPEDIA:箇条書き	87_WIKIPEDIA:関連作品	88_WIKIPEDIA:サマリースタイル	89_WIKIPEDIA:色の使用	8_WIKIPEDIA:署名	90_WIKIPEDIA:アイコン	91_WIKIPEDIA:スタブ	92_WIKIPEDIA:リダイレクト	93_WIKIPEDIA:影響が特に大きいテンプレート	94_WIKIPEDIA:テンプレートのサンドボックスとテストケース	95_WIKIPEDIA:利用者ページ	96_WIKIPEDIA:自著作物の持ち込み	97_WIKIPEDIA:自著作物の持ち込み/削除依頼を出されたら	98_WIKIPEDIA:ページの分割と統合	99_WIKIPEDIA:ページの改名	9_WIKIPEDIA:利用者名	anon	articleid	date_time	deleted	editor	editor_id	minor	namespace	revert	reverteds	revid	sha1	text_chars	title
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	TRUE	1124996	2007-08-17 05:09:37	FALSE	211.121.186.46		FALSE	0	FALSE		14279191	5v9vwjsvxv2dbsxdjsa1hi6g2xdz72u	16594	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	TRUE	1124996	2007-08-19 10:14:53	FALSE	124.155.18.70		FALSE	0	FALSE		14326363	9feqskvcmsnt5rbwi3edupahq1opjmb	16627	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	TRUE	1124996	2007-08-20 12:35:48	FALSE	219.31.134.64		FALSE	0	FALSE		14348180	mz6a8ib8haf8pk1d0a2drhp47bg4zmt	16656	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	1124996	2007-08-20 12:41:15	FALSE	Xcab	130596	FALSE	0	FALSE		14348291	7l9vy6jx9rr857osnpg43ygn9pd3ezs	16683	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	TRUE	1124996	2007-08-21 10:25:11	FALSE	222.150.57.181		FALSE	0	FALSE		14367208	a332sy6tjbz6tanzy2ibnpb1v3ynrn9	16732	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	TRUE	1124996	2007-08-21 16:12:43	FALSE	124.98.242.194		FALSE	0	FALSE		14374220	eqzaclb3z5kmuv0bvklwghaftz5xra2	16754	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	1124996	2007-08-22 07:12:46	FALSE	TYSGCFAN	64043	TRUE	0	FALSE		14384184	qgyojrki1m2frdqywexa20ce57xtjpz	16754	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	1124996	2007-08-22 13:14:02	FALSE	Cassiopeia sweet	29811	TRUE	0	FALSE		14390350	qgyojrki1m2frdqywexa20ce57xtjpz	16754	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	1124996	2007-08-22 13:27:44	FALSE	Cassiopeia sweet	29811	TRUE	0	FALSE		14390608	qgyojrki1m2frdqywexa20ce57xtjpz	16754	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	TRUE	1124996	2007-08-23 07:33:53	FALSE	218.127.120.34		FALSE	0	FALSE		14403035	3p2isp644iy97orrs476p1q7k87xu1o	16797	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	1124996	2007-08-23 09:44:12	FALSE	KH－editor	125369	FALSE	0	FALSE		14405209	9catgjc69khgzkfokigeyph7vcovtf8	16993	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	1124996	2007-08-23 09:45:48	FALSE	KH－editor	125369	FALSE	0	FALSE		14405232	7kktq1dkjzlhnt2rvua34zgjg1i0gk4	16985	ボク少女
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:削除の方針, Wikipedia:削除の方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	1124996	2007-08-23 09:49:15	FALSE	KH－editor	125369	FALSE	0	FALSE		14405287	5n6i2sfggxqqykkc10iuybsm25r9riw	16983	ボク少女
None	None	None	None	None	None	None	None	None	None	Wikipedia:荒らし	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:投稿ブロックの方針	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	1125000	2007-08-22 13:31:44	FALSE	Knua	66861	TRUE	3	FALSE		14390693	pf904h7knt9o3wx3d3fnl2z28vyt5m4	188	利用者‐会話:Kj8946
None	None	None	None	None	None	None	None	None	None	Wikipedia:荒らし	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	1125003	2007-08-22 13:34:51	FALSE	Los688	12316	FALSE	3	FALSE		14390765	hg3ul8fjb00s27xlk46gqwcap1ngeaj	291	利用者‐会話:221.40.149.10
None	None	None	None	None	None	None	None	None	None	Wikipedia:荒らし	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	1125003	2007-08-22 13:35:59	FALSE	Los688	12316	FALSE	3	FALSE		14390794	nn0vn7dcq5drzuczv45uf3ee9czsal6	619	利用者‐会話:221.40.149.10
