Consensus	Conduct	(?:\bW(?:P:(?:C(?:ON(?:A(?:CHIEVE|DMIN)|L(?:IMITED|EVEL)|EXCEPT|S)?|CC)|(?:(?:IMPLIC|ED)IT|LOCAL)CONSENSUS|(?:TALKDONTREVER|OTHERPAREN)T|(?:ADMIN|FORUM)SHOP|NOCON(?:SENSUS)?)|ikipedia:Consensus)\b)
Dispute resolution	Conduct	(?:\bW(?:P:(?:D(?:IS(?:ENGAG|PUT)E|R(?:#RfCs)?)|CON(?:DUC|TEN)TDISPUTE|SEEKHELP|FOC)|ikipedia:Dispute resolution)\b)
Edit warring	Conduct	(?:\bW(?:P:(?:(?:(?:AVOIDEDIT)?WA|(?:[014]|NOT3)R)R|3RR(?:BLP|NO)?|E(?:DITWAR|W))|ikipedia:Edit warring)\b)
Editing policy	Conduct	(?:\bW(?:P:(?:E(?:DIT(?:ING)?|P(?:TALK)?)|(?:UNRESPONSIV|HANDL)E|P(?:ERFECTION|RESERVE)|CA(?:UTIOUS|NTFIX)|W(?:ONTWORK|PEDIT)|(?:NOT|IM)PERFECT|FIXTHEPROBLEM|DON)|ikipedia:Editing policy)\b)
Harassment	Conduct	(?:\bW(?:P:(?:H(?:A(?:R(?:ASS)?|#NOT)?|OUND(?:ING)?|USH|NE)|P(?:OSTEMAIL|RIVACY)|(?:EMAILPOS|NPL)T|WIKIHOUND(?:ING)?|O(?:UTING|WH)|D(?:OX|WH)|FOLLOWING|AOHA)|ikipedia:Harassment)\b)
No personal attacks	Conduct	(?:\bW(?:P:(?:P(?:ERSONAL(?:ATTACKS)?|A)|NPA(?:#WHATIS)?|(?:WIA|R)PA|AVOIDYOU)|ikipedia:No personal attacks)\b)
Ownership of content	Conduct	(?:\bW(?:P:(?:O(?:WN(?:ER(?:SHIP)?|BEHAVIOR)?|AS)|S(?:TEWARDSHIP|HEPHERD))|ikipedia:Ownership of content)\b)
Sock puppetry	Conduct	(?:\bW(?:P:(?:S(?:OCK(?:#NOTIFY|LEGIT)?|TRAWSOCK|CRUTINY|HARE|PCU)|(?:MEA(?:TPUPPE)?|VALIDAL|ILLEGI)T|A(?:DMINSOCK|LTACCN)|LO(?:UTSOCK|GOUT)|RO(?:OMMAT|L)E|H(?:SOCK|AND)|D(?:OPP|G)|COWORKER|BADSOCK|FAMILY|EWLO|GHBH)|ikipedia:Sock puppetry)\b)
Username policy	Conduct	(?:\bW(?:P:(?:(?:(?:DISRUPT|ATTACK|PROMO|CORP|REAL|ORG)NAM|B(?:LPABUS|ADNAM)|LATINPLEAS)E|U(?:SE(?:MODDOMAIN|RNAME)|NC(?:ONF)?|POL)|M(?:ULTI(?:ACCOUNT|PLE)|ISLEADNAME)|I(?:MPERSONAT(?:OR|E)|S?U)|NO(?:SHARING|NLATIN|EMOJI)|S(?:HAREDACCOUNT|PAMNAME))|ikipedia:Username policy)\b)
Vandalism	Conduct	(?:\bW(?:P:(?:NO(?:TV(?:AND(?:ALISM)?)?|RESVAND)|V(?:AND(?:TYPES|NOT|AL)?|D)|S(?:POTVAN|NEAKY)|W(?:ARNVAND|HOIS)|MOVEVANDAL|TRACEIP|HTSV|RVAN)|ikipedia:Vandalism)\b)
Attack page	Deletion	(?:\bW(?:P:(?:AT(?:TACK|P)|NEGATIVESPIN)|ikipedia:Attack page)\b)
Criteria for speedy deletion	Deletion	(?:\bW(?:P:(?:G(?:[23456789]|1[01234]?|CSD)|F(?:[23456789]|1[01]|CSD)|A(?:[23579]|1[01]?|CSD)|C(?:SD(?:#F1)?|CSD|1)|U(?:[1235]|CSD)|R(?:[234]|CSD)|P(?:[12]|CSD)|T(?:[23]|CSD)|(?:NOT|O)CSD|X(?:CSD|2)|SPEEDY)|ikipedia:Criteria for speedy deletion)\b)
Deletion policy	Deletion	(?:\bW(?:P:(?:D(?:EL(?:#(?:PROCESSES|CONTENT|REASON)|-(?:PROCESSES|CONTENT|REASON)|AFD|ETE)?|P(?:AFD)?)|ATD(?:-(?:[EIMR]|T(?:RANS)?))?|BIODEL(?:ETE)?|PERMADEL|CBLANK|UDP)|ikipedia:Deletion policy)\b)
Oversight	Deletion	(?:\bW(?:P:(?:O(?:S(?:POL)?|VER)|SUPPRESS)|ikipedia:Oversight)\b)
Proposed deletion	Deletion	(?:\bW(?:P:(?:(?:CONTESTE|DEPRO|SECON)D|PR(?:OD(?:NOM)?|D))|ikipedia:Proposed deletion)\b)
Proposed deletion (books)	Deletion	(?:\bW(?:ikipedia:Proposed deletion (books)|P:B(?:OOK)?PROD)\b)
Proposed deletion of biographies of living people	Deletion	(?:\bW(?:ikipedia:Proposed deletion of biographies of living people|P:(?:BLPPROD|STICKY))\b)
Revision deletion	Deletion	(?:\bW(?:P:(?:R(?:EVDEL(?:REQUEST)?|VDL)|CF?RD)|ikipedia:Revision deletion)\b)
Administrators	Enforcement	(?:\bW(?:P:(?:A(?:DMIN(?:A(?:BUSE|CCT)|ISTRATORABUSE|COND)?|NYUSER)|IN(?:ACTIVITY|VOLVED)|MOP(?:RIGHTS|FIGHT)?|S(?:ECUREADMIN|YSOP)|(?:NOBIG)?DEAL|W(?:HEEL|W)|TOOLMISUSE|UNINVOLVED|RAAA|0WW)|ikipedia:Administrators)\b)
Banning policy	Enforcement	(?:\bW(?:P:(?:B(?:AN(?:BLOCKDIFF|LENGTH|REVERT|POL|EX)?|LOCKBANDIFF|MB)|C(?:ONDUCTTOBANNED|BAN)|RE(?:CIDIVISM|VERTBAN)|T(?:HREESTRIKES|BAN)|P(?:ROXYING|BAN)|(?:[AIS]|UN)BAN|3(?:STRIKES|X))|ikipedia:Banning policy)\b)
Blocking policy	Enforcement	(?:\bW(?:P:(?:B(?:LOCK(?:EV(?:IDENCE|ASION)|P(?:REVENTATIVE)?|NO(?:TPUNITIVE)?|DETERRENT|ME)?|E(?:FOREBLOCK(?:ING)?)?|P)|C(?:O(?:NDUNBLOCK|LLATERAL|OLDOWN)|UBL|DB)|(?:S(?:ELF|OFT)|HARD|WHY)BLOCK|E(?:VA(?:SION|DE)|XPLAINBLOCK)|N(?:EVERUNBLOCK|OPUNISH)|O(?:PTIONS|SBL)|INDEF|GB)|ikipedia:Blocking policy)\b)
Page protection policy	Enforcement	(?:\bW(?:P:(?:P(?:R(?:E(?:EMPTIVE|FER)|OTECT)|P(?:INDEF|LIST|DRV)?|(?:URPLE|INK)LOCK|ERM-PRO|TPROT|CPP)|S(?:(?:KYBLUE|ILVER)LOCK|(?:UPERPROTEC|AL)T|EMI)|(?:G(?:REEN|OLD)|BL(?:ACK|UE)|ORANGE|RED)LOCK|T(?:URQUOISELOCK|PROT)|W(?:HITELOCK|MF-PRO)|UP(?:LOAD-P|P?ROT)|(?:MOV|EC)P|NO-PREEMPT|CASCADE|FULL)|ikipedia:Protection policy)\b)
Child protection	Legal	(?:\bWikipedia:Child protection\b)
Copyright violations	Legal	(?:\bW(?:ikipedia:Copyright violations|P:(?:CVTOOLS|DCV))\b)
Copyrights	Legal	(?:\bW(?:P:(?:COPY(?:LINKS?|OTHERS)|LINKVIO)|ikipedia:Copyrights)\b)
Libel	Legal	(?:\bWikipedia:Libel\b)
No legal threats	Legal	(?:\bWikipedia:No legal threats\b)
Non-discrimination	Legal	(?:\bWikipedia:Non-discrimination policy\b)
Non-free content criteria	Legal	(?:\bW(?:ikipedia:Non-free content criteria|P:NFCC[EP])\b)
Paid-contribution disclosure	Legal	(?:\bWikipedia:Paid-contribution disclosure\b)
Reusing Wikipedia content	Legal	(?:\bWikipedia:Reusing Wikipedia content\b)
Terms of use	Legal	(?:\bWikipedia:Terms of use\b)
Arbitration Committee/CheckUser and Oversight	Procedural	(?:\bW(?:ikipedia:Arbitration Committee/CheckUser and Oversight|P:CUOS)\b)
Arbitration/Policy	Procedural	(?:\bW(?:P:(?:A(?:RB(?:COND|POL)|P)|RECUSAL)|ikipedia:Arbitration/Policy)\b)
Bot policy	Procedural	(?:\bW(?:P:(?:B(?:OT(?:(?:US(?:ERSPAC)?|REQUIR|ISSU)E|A(?:PP(?:ROV|E)AL|SSIST|CC)|(?:SCRIP|PCA)T|CO(?:NFIG|MM)|MULTIOP|BLOCK|FLAG|DEF)|AGREQ)|(?:CO(?:SMETIC|NTEXT)|INTERWIKI|EXEMPT|SPELL)BOT|M(?:ASSCREATION|EATBOT)|A(?:DMINBOTS?|SSISTED))|ikipedia:Bot policy)\b)
CheckUser	Procedural	(?:\bW(?:P:(?:NOTFISHING|PIXIEDUST)|ikipedia:CheckUser)\b)
Edit filter helper	Procedural	(?:\bWikipedia:Edit filter helper\b)
Event coordinator	Procedural	(?:\bWikipedia:Event coordinator\b)
File mover	Procedural	(?:\bW(?:P:F(?:ILEREDIRECT|M(?:V/W|NN))|ikipedia:File mover)\b)
Global rights policy	Procedural	(?:\bW(?:ikipedia:(?:Global rights policy|OTRS members)|P:GLOBALBOTS)\b)
Interface administrators	Procedural	(?:\bWikipedia:Interface administrators\b)
IP block exemption	Procedural	(?:\bW(?:P:(?:IPE(?:XEMPTCONDITIONS|C(?:PROXY)?)|GIPBE)|ikipedia:IP block exemption)\b)
New pages patrol/Reviewers	Procedural	(?:\bWikipedia:New pages patrol/Reviewers\b)
Open proxies	Procedural	(?:\bWikipedia:Open proxies\b)
Page mover	Procedural	(?:\bW(?:P:(?:PM(?:R[CR]|VRC)|ROBIN)|ikipedia:Page mover)\b)
Policies and guidelines	Procedural	(?:\bW(?:P:(?:P(?:G(?:(?:CHANG|LIF)E|BOLD)|OL(?:ICIES|CON)|ROPOSAL)|(?:ENFORCEMEN|TALKFIRS|NOTPAR)T|HISTORICAL|GUIDES)|ikipedia:Policies and guidelines)\b)
Template editor	Procedural	(?:\bW(?:ikipedia:Template editor|P:TPE(?:REVOKE|GRANT))\b)
Volunteer response team	Procedural	(?:\bWikipedia:Volunteer Response Team\b)
Wikimedia policy	Procedural	(?:\bWikipedia:Wikimedia policy\b)
Ignore all rules	Miscellaneous	(?:\b(?:W(?:ikipedia:Ignore all rules|P:I(?:GNORE|AR))|w.wiki/i)\b)
Password strength requirements	Miscellaneous	(?:\bW(?:ikipedia:Password strength requirements|P:(?:STRONGPASS|PSR))\b)
