creation_year	parent_page_title	year	revid	num_ills_that_year
2003.0	Wikipedia:ウィキペディアは何ではないか	2020	16	5
2003.0	Wikipedia:エチケット	2003	8	3
2003.0	Wikipedia:エチケット	2004	13	4
2003.0	Wikipedia:エチケット	2005	12	4
2003.0	Wikipedia:エチケット	2006	30	4
2003.0	Wikipedia:エチケット	2007	16	4
2003.0	Wikipedia:エチケット	2008	3	5
2003.0	Wikipedia:エチケット	2009	28	5
2003.0	Wikipedia:エチケット	2010	6	5
2003.0	Wikipedia:エチケット	2011	8	5
2003.0	Wikipedia:エチケット	2012	12	5
2003.0	Wikipedia:エチケット	2013	3	5
2003.0	Wikipedia:エチケット	2014	2	5
2003.0	Wikipedia:エチケット	2016	1	5
2003.0	Wikipedia:エチケット	2017	1	5
2003.0	Wikipedia:エチケット	2018	5	5
2003.0	Wikipedia:エチケット	2019	7	5
2003.0	Wikipedia:エチケット	2020	6	5
2003.0	Wikipedia:スタイルマニュアル	2003	90	5
2003.0	Wikipedia:スタイルマニュアル	2004	137	5
2003.0	Wikipedia:スタイルマニュアル	2005	133	5
2003.0	Wikipedia:スタイルマニュアル	2006	136	5
2003.0	Wikipedia:スタイルマニュアル	2007	58	5
2003.0	Wikipedia:スタイルマニュアル	2008	19	5
2003.0	Wikipedia:スタイルマニュアル	2009	20	5
2003.0	Wikipedia:スタイルマニュアル	2010	4	5
2003.0	Wikipedia:スタイルマニュアル	2011	5	5
2003.0	Wikipedia:スタイルマニュアル	2012	16	5
2003.0	Wikipedia:スタイルマニュアル	2013	20	5
2003.0	Wikipedia:スタイルマニュアル	2014	5	5
2003.0	Wikipedia:スタイルマニュアル	2015	3	5
2003.0	Wikipedia:スタイルマニュアル	2016	3	5
2003.0	Wikipedia:スタイルマニュアル	2017	9	5
2003.0	Wikipedia:スタイルマニュアル	2018	1	5
2003.0	Wikipedia:スタイルマニュアル	2019	5	5
2003.0	Wikipedia:スタイルマニュアル	2020	21	5
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2003	32	2
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2004	4	3
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2005	5	4
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2006	53	4
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2007	31	4
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2008	95	4
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2009	207	4
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2010	12	4
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2011	22	5
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2012	39	5
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2013	16	5
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2014	9	5
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2015	35	5
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2016	7	5
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2017	16	5
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2018	2	5
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2019	24	5
2003.0	Wikipedia:スタイルマニュアル (レイアウト)	2020	2	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2003	78	3
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2004	40	3
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2005	139	4
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2006	201	4
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2007	58	4
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2008	24	4
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2009	44	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2010	10	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2011	6	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2012	27	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2013	18	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2014	9	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2015	15	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2016	43	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2017	6	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2018	13	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2019	6	5
2003.0	Wikipedia:スタイルマニュアル (人物伝)	2020	12	5
2003.0	Wikipedia:スタブ	2003	26	4
2003.0	Wikipedia:スタブ	2004	67	5
2003.0	Wikipedia:スタブ	2005	61	5
2003.0	Wikipedia:スタブ	2006	63	5
2003.0	Wikipedia:スタブ	2007	39	5
2003.0	Wikipedia:スタブ	2008	145	5
2003.0	Wikipedia:スタブ	2009	34	5
2003.0	Wikipedia:スタブ	2010	10	5
2003.0	Wikipedia:スタブ	2011	8	5
2003.0	Wikipedia:スタブ	2012	13	5
2003.0	Wikipedia:スタブ	2013	63	5
2003.0	Wikipedia:スタブ	2014	1	5
2003.0	Wikipedia:スタブ	2016	10	5
2003.0	Wikipedia:スタブ	2017	6	5
2003.0	Wikipedia:スタブ	2018	33	5
2003.0	Wikipedia:スタブ	2019	2	5
2003.0	Wikipedia:スタブ	2020	10	5
2003.0	Wikipedia:ネタバレ	2003	1	5
2003.0	Wikipedia:ネタバレ	2004	10	5
2003.0	Wikipedia:ネタバレ	2005	10	5
2003.0	Wikipedia:ネタバレ	2006	91	5
2003.0	Wikipedia:ネタバレ	2007	20	5
2003.0	Wikipedia:ネタバレ	2008	99	5
2003.0	Wikipedia:ネタバレ	2009	84	5
2003.0	Wikipedia:ネタバレ	2010	291	5
2003.0	Wikipedia:ネタバレ	2011	220	5
2003.0	Wikipedia:ネタバレ	2012	340	5
2003.0	Wikipedia:ネタバレ	2013	59	5
2003.0	Wikipedia:ネタバレ	2014	14	5
2003.0	Wikipedia:ネタバレ	2015	14	5
2003.0	Wikipedia:ネタバレ	2016	68	5
2003.0	Wikipedia:ネタバレ	2017	2	5
2003.0	Wikipedia:ネタバレ	2018	2	5
2003.0	Wikipedia:ネタバレ	2019	7	5
2003.0	Wikipedia:ネタバレ	2020	1	5
2003.0	Wikipedia:ページの改名	2003	3	2
2003.0	Wikipedia:ページの改名	2004	26	4
2003.0	Wikipedia:ページの改名	2005	16	5
2003.0	Wikipedia:ページの改名	2006	26	5
2003.0	Wikipedia:ページの改名	2007	95	5
2003.0	Wikipedia:ページの改名	2008	38	5
2003.0	Wikipedia:ページの改名	2009	76	5
2003.0	Wikipedia:ページの改名	2010	20	5
2003.0	Wikipedia:ページの改名	2011	7	5
2003.0	Wikipedia:ページの改名	2012	73	5
2003.0	Wikipedia:ページの改名	2013	26	5
2003.0	Wikipedia:ページの改名	2014	22	5
2003.0	Wikipedia:ページの改名	2015	3	5
2003.0	Wikipedia:ページの改名	2016	31	5
2003.0	Wikipedia:ページの改名	2017	11	5
2003.0	Wikipedia:ページの改名	2018	3	5
2003.0	Wikipedia:ページの改名	2019	16	5
2003.0	Wikipedia:ページの改名	2020	32	5
2003.0	Wikipedia:ページの編集は大胆に	2003	6	4
2003.0	Wikipedia:ページの編集は大胆に	2004	5	4
2003.0	Wikipedia:ページの編集は大胆に	2005	3	4
2003.0	Wikipedia:ページの編集は大胆に	2006	16	5
2003.0	Wikipedia:ページの編集は大胆に	2007	33	5
2003.0	Wikipedia:ページの編集は大胆に	2008	14	5
2003.0	Wikipedia:ページの編集は大胆に	2009	7	5
2003.0	Wikipedia:ページの編集は大胆に	2010	7	5
2003.0	Wikipedia:ページの編集は大胆に	2011	1	5
2003.0	Wikipedia:ページの編集は大胆に	2012	10	5
2003.0	Wikipedia:ページの編集は大胆に	2013	4	5
2003.0	Wikipedia:ページの編集は大胆に	2014	4	5
2003.0	Wikipedia:ページの編集は大胆に	2015	3	5
2003.0	Wikipedia:ページの編集は大胆に	2017	4	5
2003.0	Wikipedia:ページの編集は大胆に	2018	2	5
2003.0	Wikipedia:ページの編集は大胆に	2019	3	5
2003.0	Wikipedia:ページの編集は大胆に	2020	2	5
2003.0	Wikipedia:リダイレクト	2003	3	3
2003.0	Wikipedia:リダイレクト	2004	19	4
2003.0	Wikipedia:リダイレクト	2005	26	4
2003.0	Wikipedia:リダイレクト	2006	65	4
2003.0	Wikipedia:リダイレクト	2007	99	4
2003.0	Wikipedia:リダイレクト	2008	108	4
2003.0	Wikipedia:リダイレクト	2009	70	4
2003.0	Wikipedia:リダイレクト	2010	37	4
2003.0	Wikipedia:リダイレクト	2011	63	4
2003.0	Wikipedia:リダイレクト	2012	125	4
2003.0	Wikipedia:リダイレクト	2013	59	4
2003.0	Wikipedia:リダイレクト	2014	49	4
2003.0	Wikipedia:リダイレクト	2015	82	4
2003.0	Wikipedia:リダイレクト	2016	33	4
2003.0	Wikipedia:リダイレクト	2017	24	4
2003.0	Wikipedia:リダイレクト	2018	24	4
2003.0	Wikipedia:リダイレクト	2019	44	4
2003.0	Wikipedia:リダイレクト	2020	32	4
2003.0	Wikipedia:中立的な観点	2003	33	5
2003.0	Wikipedia:中立的な観点	2004	23	5
2003.0	Wikipedia:中立的な観点	2005	25	5
2003.0	Wikipedia:中立的な観点	2006	107	5
2003.0	Wikipedia:中立的な観点	2007	142	5
2003.0	Wikipedia:中立的な観点	2008	14	5
2003.0	Wikipedia:中立的な観点	2009	13	5
2003.0	Wikipedia:中立的な観点	2010	37	5
2003.0	Wikipedia:中立的な観点	2011	19	5
2003.0	Wikipedia:中立的な観点	2012	82	5
2003.0	Wikipedia:中立的な観点	2013	8	5
2003.0	Wikipedia:中立的な観点	2014	6	5
2003.0	Wikipedia:中立的な観点	2015	6	5
2003.0	Wikipedia:中立的な観点	2016	139	5
2003.0	Wikipedia:中立的な観点	2017	6	5
2003.0	Wikipedia:中立的な観点	2018	3	5
2003.0	Wikipedia:中立的な観点	2019	24	5
2003.0	Wikipedia:中立的な観点	2020	116	5
2003.0	Wikipedia:個人攻撃はしない	2003	4	2
2003.0	Wikipedia:個人攻撃はしない	2004	8	3
2003.0	Wikipedia:個人攻撃はしない	2005	6	4
2003.0	Wikipedia:個人攻撃はしない	2006	22	5
2003.0	Wikipedia:個人攻撃はしない	2007	28	5
2003.0	Wikipedia:個人攻撃はしない	2008	32	5
2003.0	Wikipedia:個人攻撃はしない	2009	10	5
2003.0	Wikipedia:個人攻撃はしない	2010	4	5
2003.0	Wikipedia:個人攻撃はしない	2011	4	5
2003.0	Wikipedia:個人攻撃はしない	2012	15	5
2003.0	Wikipedia:個人攻撃はしない	2013	17	5
2003.0	Wikipedia:個人攻撃はしない	2014	4	5
2003.0	Wikipedia:個人攻撃はしない	2015	5	5
2003.0	Wikipedia:個人攻撃はしない	2016	12	5
2003.0	Wikipedia:個人攻撃はしない	2017	93	5
2003.0	Wikipedia:個人攻撃はしない	2018	6	5
2003.0	Wikipedia:個人攻撃はしない	2019	9	5
2003.0	Wikipedia:個人攻撃はしない	2020	6	5
2003.0	Wikipedia:削除の方針	2003	41	3
2003.0	Wikipedia:削除の方針	2004	193	3
2003.0	Wikipedia:削除の方針	2005	318	4
2003.0	Wikipedia:削除の方針	2006	519	4
2003.0	Wikipedia:削除の方針	2007	360	5
2003.0	Wikipedia:削除の方針	2008	214	5
2003.0	Wikipedia:削除の方針	2009	142	5
2003.0	Wikipedia:削除の方針	2010	96	5
2003.0	Wikipedia:削除の方針	2011	131	5
2003.0	Wikipedia:削除の方針	2012	79	5
2003.0	Wikipedia:削除の方針	2013	118	5
2003.0	Wikipedia:削除の方針	2014	19	5
2003.0	Wikipedia:削除の方針	2015	144	5
2003.0	Wikipedia:削除の方針	2016	58	5
2003.0	Wikipedia:削除の方針	2017	87	5
2003.0	Wikipedia:削除の方針	2018	23	5
2003.0	Wikipedia:削除の方針	2019	140	5
2003.0	Wikipedia:削除の方針	2020	164	5
2003.0	Wikipedia:原典のコピーはしない	2003	7	2
2003.0	Wikipedia:原典のコピーはしない	2004	4	2
2003.0	Wikipedia:原典のコピーはしない	2005	2	2
2003.0	Wikipedia:原典のコピーはしない	2006	8	2
2003.0	Wikipedia:原典のコピーはしない	2007	4	2
2003.0	Wikipedia:原典のコピーはしない	2008	5	2
2003.0	Wikipedia:原典のコピーはしない	2009	4	2
2003.0	Wikipedia:原典のコピーはしない	2010	3	2
2003.0	Wikipedia:原典のコピーはしない	2011	2	2
2003.0	Wikipedia:原典のコピーはしない	2012	2	2
2003.0	Wikipedia:原典のコピーはしない	2013	2	2
2003.0	Wikipedia:原典のコピーはしない	2014	8	2
2003.0	Wikipedia:原典のコピーはしない	2015	4	2
2003.0	Wikipedia:原典のコピーはしない	2016	2	2
2003.0	Wikipedia:原典のコピーはしない	2019	1	2
2003.0	Wikipedia:原典のコピーはしない	2020	2	2
2003.0	Wikipedia:各年のスタイルガイド	2003	5	1
2003.0	Wikipedia:各年のスタイルガイド	2005	5	1
2003.0	Wikipedia:各年のスタイルガイド	2006	12	1
2003.0	Wikipedia:各年のスタイルガイド	2007	6	1
2003.0	Wikipedia:各年のスタイルガイド	2008	3	1
2003.0	Wikipedia:各年のスタイルガイド	2009	7	1
2003.0	Wikipedia:各年のスタイルガイド	2011	2	1
2003.0	Wikipedia:各年のスタイルガイド	2012	1	1
2003.0	Wikipedia:各年のスタイルガイド	2016	2	1
2003.0	Wikipedia:各年のスタイルガイド	2017	13	1
2003.0	Wikipedia:各年のスタイルガイド	2020	1	1
2003.0	Wikipedia:各日のスタイルガイド	2003	16	1
2003.0	Wikipedia:各日のスタイルガイド	2004	11	1
2003.0	Wikipedia:各日のスタイルガイド	2005	55	1
2003.0	Wikipedia:各日のスタイルガイド	2006	11	2
2003.0	Wikipedia:各日のスタイルガイド	2007	10	2
2003.0	Wikipedia:各日のスタイルガイド	2008	29	2
2003.0	Wikipedia:各日のスタイルガイド	2009	1	2
2003.0	Wikipedia:各日のスタイルガイド	2010	3	2
2003.0	Wikipedia:各日のスタイルガイド	2011	5	2
2003.0	Wikipedia:各日のスタイルガイド	2012	1	2
2003.0	Wikipedia:各日のスタイルガイド	2013	4	2
2003.0	Wikipedia:各日のスタイルガイド	2017	84	2
2003.0	Wikipedia:各日のスタイルガイド	2018	6	2
2003.0	Wikipedia:各日のスタイルガイド	2019	1	2
2003.0	Wikipedia:各日のスタイルガイド	2020	38	2
2003.0	Wikipedia:常に要約欄に記入する	2003	3	1
2003.0	Wikipedia:常に要約欄に記入する	2004	20	2
2003.0	Wikipedia:常に要約欄に記入する	2005	25	2
2003.0	Wikipedia:常に要約欄に記入する	2006	52	2
2003.0	Wikipedia:常に要約欄に記入する	2007	47	2
2003.0	Wikipedia:常に要約欄に記入する	2008	28	2
2003.0	Wikipedia:常に要約欄に記入する	2009	19	2
2003.0	Wikipedia:常に要約欄に記入する	2010	2	2
2003.0	Wikipedia:常に要約欄に記入する	2011	5	2
2003.0	Wikipedia:常に要約欄に記入する	2012	17	2
2003.0	Wikipedia:常に要約欄に記入する	2013	4	2
2003.0	Wikipedia:常に要約欄に記入する	2014	2	2
2003.0	Wikipedia:常に要約欄に記入する	2015	3	2
2003.0	Wikipedia:常に要約欄に記入する	2016	4	2
2003.0	Wikipedia:常に要約欄に記入する	2017	1	2
2003.0	Wikipedia:常に要約欄に記入する	2018	22	2
2003.0	Wikipedia:常に要約欄に記入する	2020	4	2
2003.0	Wikipedia:投稿ブロックの方針	2003	1	3
2003.0	Wikipedia:投稿ブロックの方針	2004	212	3
2003.0	Wikipedia:投稿ブロックの方針	2005	121	3
2003.0	Wikipedia:投稿ブロックの方針	2006	456	4
2003.0	Wikipedia:投稿ブロックの方針	2007	100	4
2003.0	Wikipedia:投稿ブロックの方針	2008	23	4
2003.0	Wikipedia:投稿ブロックの方針	2009	21	5
2003.0	Wikipedia:投稿ブロックの方針	2010	23	5
2003.0	Wikipedia:投稿ブロックの方針	2011	55	5
2003.0	Wikipedia:投稿ブロックの方針	2012	46	5
2003.0	Wikipedia:投稿ブロックの方針	2013	55	5
2003.0	Wikipedia:投稿ブロックの方針	2014	58	5
2003.0	Wikipedia:投稿ブロックの方針	2015	25	5
2003.0	Wikipedia:投稿ブロックの方針	2016	95	5
2003.0	Wikipedia:投稿ブロックの方針	2017	42	5
2003.0	Wikipedia:投稿ブロックの方針	2018	8	5
2003.0	Wikipedia:投稿ブロックの方針	2019	36	5
2003.0	Wikipedia:投稿ブロックの方針	2020	26	5
2003.0	Wikipedia:方針とガイドライン	2003	37	4
2003.0	Wikipedia:方針とガイドライン	2004	36	4
2003.0	Wikipedia:方針とガイドライン	2005	41	4
2003.0	Wikipedia:方針とガイドライン	2006	163	5
2003.0	Wikipedia:方針とガイドライン	2007	58	5
2003.0	Wikipedia:方針とガイドライン	2008	38	5
2003.0	Wikipedia:方針とガイドライン	2009	16	5
2003.0	Wikipedia:方針とガイドライン	2010	45	5
2003.0	Wikipedia:方針とガイドライン	2011	39	5
2003.0	Wikipedia:方針とガイドライン	2012	30	5
2003.0	Wikipedia:方針とガイドライン	2013	3	5
2003.0	Wikipedia:方針とガイドライン	2014	25	5
2003.0	Wikipedia:方針とガイドライン	2015	14	5
2003.0	Wikipedia:方針とガイドライン	2016	4	5
2003.0	Wikipedia:方針とガイドライン	2017	21	5
2003.0	Wikipedia:方針とガイドライン	2018	3	5
2003.0	Wikipedia:方針とガイドライン	2019	23	5
2003.0	Wikipedia:方針とガイドライン	2020	9	5
2003.0	Wikipedia:画像利用の方針	2003	8	3
2003.0	Wikipedia:画像利用の方針	2004	57	4
2003.0	Wikipedia:画像利用の方針	2005	62	5
2003.0	Wikipedia:画像利用の方針	2006	39	5
2003.0	Wikipedia:画像利用の方針	2007	82	5
2003.0	Wikipedia:画像利用の方針	2008	77	5
2003.0	Wikipedia:画像利用の方針	2009	15	5
2003.0	Wikipedia:画像利用の方針	2010	15	5
2003.0	Wikipedia:画像利用の方針	2011	5	5
2003.0	Wikipedia:画像利用の方針	2012	4	5
2003.0	Wikipedia:画像利用の方針	2013	3	5
2003.0	Wikipedia:画像利用の方針	2014	5	5
2003.0	Wikipedia:画像利用の方針	2015	2	5
2003.0	Wikipedia:画像利用の方針	2016	1	5
2003.0	Wikipedia:画像利用の方針	2017	3	5
2003.0	Wikipedia:画像利用の方針	2019	3	5
2003.0	Wikipedia:画像利用の方針	2020	14	5
2003.0	Wikipedia:管理者	2003	7	5
2003.0	Wikipedia:管理者	2004	73	5
2003.0	Wikipedia:管理者	2005	58	5
2003.0	Wikipedia:管理者	2006	63	5
2003.0	Wikipedia:管理者	2007	65	5
2003.0	Wikipedia:管理者	2008	103	5
2003.0	Wikipedia:管理者	2009	26	5
2003.0	Wikipedia:管理者	2010	36	5
2003.0	Wikipedia:管理者	2011	19	5
2003.0	Wikipedia:管理者	2012	35	5
2003.0	Wikipedia:管理者	2013	18	5
2003.0	Wikipedia:管理者	2014	3	5
2003.0	Wikipedia:管理者	2015	7	5
2003.0	Wikipedia:管理者	2016	5	5
2003.0	Wikipedia:管理者	2017	4	5
2003.0	Wikipedia:管理者	2018	5	5
2003.0	Wikipedia:管理者	2019	4	5
2003.0	Wikipedia:管理者	2020	17	5
2003.0	Wikipedia:編集方針	2003	2	2
2003.0	Wikipedia:編集方針	2004	5	2
2003.0	Wikipedia:編集方針	2005	3	2
2003.0	Wikipedia:編集方針	2006	37	2
2003.0	Wikipedia:編集方針	2007	103	2
2003.0	Wikipedia:編集方針	2008	8	2
2003.0	Wikipedia:編集方針	2009	9	2
2003.0	Wikipedia:編集方針	2010	12	2
2003.0	Wikipedia:編集方針	2011	25	2
2003.0	Wikipedia:編集方針	2012	11	2
2003.0	Wikipedia:編集方針	2013	1	2
2003.0	Wikipedia:編集方針	2014	6	2
2003.0	Wikipedia:編集方針	2015	10	2
2003.0	Wikipedia:編集方針	2017	43	2
2003.0	Wikipedia:編集方針	2018	7	2
2003.0	Wikipedia:編集方針	2019	2	2
2003.0	Wikipedia:編集方針	2020	9	2
2003.0	Wikipedia:署名	2003	7	3
2003.0	Wikipedia:署名	2004	45	3
2003.0	Wikipedia:署名	2005	13	3
2003.0	Wikipedia:署名	2006	79	4
2003.0	Wikipedia:署名	2007	95	4
2003.0	Wikipedia:署名	2008	56	4
2003.0	Wikipedia:署名	2009	68	5
2003.0	Wikipedia:署名	2010	25	5
2003.0	Wikipedia:署名	2011	15	5
2003.0	Wikipedia:署名	2012	18	5
2003.0	Wikipedia:署名	2013	7	5
2003.0	Wikipedia:署名	2014	9	5
2003.0	Wikipedia:署名	2015	17	5
2003.0	Wikipedia:署名	2016	18	5
2003.0	Wikipedia:署名	2017	22	5
2003.0	Wikipedia:署名	2018	16	5
2003.0	Wikipedia:署名	2019	5	5
2003.0	Wikipedia:署名	2020	19	5
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2003	39	1
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2004	38	1
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2005	26	1
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2006	17	1
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2007	44	1
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2008	30	1
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2009	1	1
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2010	2	1
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2013	1	1
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2017	1	1
2003.0	Wikipedia:著作権/2008年7月13日までの文書対象	2020	1	1
2003.0	Wikipedia:記事どうしをつなぐ	2003	2	2
2003.0	Wikipedia:記事どうしをつなぐ	2004	2	3
2003.0	Wikipedia:記事どうしをつなぐ	2005	1	3
2003.0	Wikipedia:記事どうしをつなぐ	2006	5	3
2003.0	Wikipedia:記事どうしをつなぐ	2007	27	3
2003.0	Wikipedia:記事どうしをつなぐ	2008	7	3
2003.0	Wikipedia:記事どうしをつなぐ	2009	7	3
2003.0	Wikipedia:記事どうしをつなぐ	2012	11	3
2003.0	Wikipedia:記事どうしをつなぐ	2013	3	3
2003.0	Wikipedia:記事どうしをつなぐ	2014	8	3
2003.0	Wikipedia:記事どうしをつなぐ	2015	6	3
2003.0	Wikipedia:記事どうしをつなぐ	2016	62	3
2003.0	Wikipedia:記事どうしをつなぐ	2017	19	3
2003.0	Wikipedia:記事どうしをつなぐ	2019	4	3
2003.0	Wikipedia:記事どうしをつなぐ	2020	11	3
2003.0	Wikipedia:記事名の付け方	2003	132	5
2003.0	Wikipedia:記事名の付け方	2004	227	5
2003.0	Wikipedia:記事名の付け方	2005	173	5
2003.0	Wikipedia:記事名の付け方	2006	274	5
2003.0	Wikipedia:記事名の付け方	2007	507	5
2003.0	Wikipedia:記事名の付け方	2008	237	5
2003.0	Wikipedia:記事名の付け方	2009	330	5
2003.0	Wikipedia:記事名の付け方	2010	257	5
2003.0	Wikipedia:記事名の付け方	2011	85	5
2003.0	Wikipedia:記事名の付け方	2012	101	5
2003.0	Wikipedia:記事名の付け方	2013	126	5
2003.0	Wikipedia:記事名の付け方	2014	95	5
2003.0	Wikipedia:記事名の付け方	2015	45	5
2003.0	Wikipedia:記事名の付け方	2016	143	5
2003.0	Wikipedia:記事名の付け方	2017	53	5
2003.0	Wikipedia:記事名の付け方	2018	86	5
2003.0	Wikipedia:記事名の付け方	2019	68	5
2003.0	Wikipedia:記事名の付け方	2020	78	5
2003.0	Wikipedia:説明責任	2003	3	2
2003.0	Wikipedia:説明責任	2004	3	2
2003.0	Wikipedia:説明責任	2006	3	2
2003.0	Wikipedia:説明責任	2007	21	2
2003.0	Wikipedia:説明責任	2008	10	2
2003.0	Wikipedia:説明責任	2009	34	2
2003.0	Wikipedia:説明責任	2010	1	2
2003.0	Wikipedia:説明責任	2011	4	2
2003.0	Wikipedia:説明責任	2012	3	2
2003.0	Wikipedia:説明責任	2013	1	2
2003.0	Wikipedia:説明責任	2015	5	2
2003.0	Wikipedia:説明責任	2016	13	2
2003.0	Wikipedia:説明責任	2017	8	2
2003.0	Wikipedia:説明責任	2018	26	2
2003.0	Wikipedia:説明責任	2019	1	2
2003.0	Wikipedia:説明責任	2020	1	2
2004.0	Wikipedia:スタイルマニュアル (見出し)	2004	1	2
2004.0	Wikipedia:スタイルマニュアル (見出し)	2005	2	2
2004.0	Wikipedia:スタイルマニュアル (見出し)	2006	3	2
2004.0	Wikipedia:スタイルマニュアル (見出し)	2007	39	2
2004.0	Wikipedia:スタイルマニュアル (見出し)	2008	11	2
2004.0	Wikipedia:スタイルマニュアル (見出し)	2009	4	2
2004.0	Wikipedia:スタイルマニュアル (見出し)	2010	2	2
